sentences,base,contrast,contrast_rnd
"I shuffled backwards, making sure the cable didn't have",-0.41051933,-0.12256355,-0.10186159
"No one was sure how it was going to work, because there weren't",0.95972234,1.0,1.0
We didn't have,0.24430458,0.10428332,0.07558117
I thought you said you don't have,-0.45909157,-0.58902633,-0.9167701
The boss said: 'There aren't,0.53059727,0.6434424,0.51781964
The only negative so far was that there weren't,0.7858632,0.71454,0.6173003
I don't know,-0.67202854,0.85624754,-0.48477644
I don't think he had,0.045541056,0.1755873,0.1318271
Sally didn't seem to have,0.5581431,1.0,-0.31300864
We won't have,-0.20626988,-0.090933174,-0.42939037
"Besides, I hadn't heard",-0.48909476,0.52480453,0.2389072
There aren't,0.38609505,0.37132922,0.63135326
Stacey doesn't have,0.29246587,-0.1596721,-0.10642001
So far I hadn't taken,-0.19168825,-0.0020820827,0.05057515
There aren't,0.41003463,0.4272847,0.5247513
But Carolyn didn't make,0.13812016,0.34133586,0.39580813
I haven't heard,-0.053783674,-0.38090917,0.5834849
You wouldn't want to pull,0.8240874,1.0,0.602465
And there aren't,-0.021490386,-0.015721338,0.2290181
But Ashley doesn't seem to want,-0.012153048,-0.43129045,-0.45589274
He doesn't know whether,0.29288924,0.22788827,0.12623988
I felt like I just didn't have,0.09691028,-0.2820643,-0.069551274
she doesn't have,-0.17587507,-0.1375502,0.009261292
"""Becca sang out, """"Rudolph the Red-Nosed Reindeer, wasn't wearing",0.35469306,0.552971,0.7927285
"Until today, David Michael didn't have",-0.20122576,-0.13544072,-0.33873183
But I don't have,-0.48745802,-0.36000952,-0.5321439
"Well, at least there aren't",0.2996138,1.0,0.6967385
There aren't,0.77834463,0.48986128,0.5868407
I don't see,-0.38965058,-0.37565202,-0.5264648
And I haven't made,-0.3214944,0.059204735,-0.3266263
"My dad is a lawyer and he works long hours, I don't have",0.037957847,-0.0054523526,0.015531807
"After all, I don't want",-0.3151764,-0.14592654,-0.0764401
I didn't see,0.2704676,0.53591746,0.0077667856
There weren't,0.23398525,0.588862,0.44285384
Naturally Carol hadn't brought,0.3012888,-0.09279506,-0.12500511
Robert hadn't mentioned,0.2608895,0.2286062,-0.019980045
He gives his social studies homework to a guy on our team — I won't mention,0.020954987,0.1192336,0.5259487
She didn't see,-0.13077913,0.013984918,-0.20259364
"I was confused and unhappy and sick, and I didn't have",-0.19298151,-0.041346293,-0.63952327
I really didn't want,-0.7968685,-0.47728446,-0.46899208
Apparently Lucivar didn't have,-0.12600878,0.1694201,-0.2673235
There aren't,0.3627877,0.31570873,-1.0
He wasn't winning,-0.86278915,-0.3638902,-0.6055661
He hadn't had,0.039133858,0.17577174,0.17786361
Or there won't be,-0.50090104,-0.6606396,-0.13406798
"Provided, of course, that there aren't",0.5806999,1.0,1.0
So they hadn't put,-0.18883745,-0.1752817,0.11590547
That didn't earn him,0.04997086,0.18021114,0.2453815
There haven't been,-0.44743115,-0.36428756,-0.2698335
There aren't,0.49879497,0.54135424,0.51036096
I hope you don't have,-0.95505184,-0.4211221,-0.9328942
It doesn't give,0.05356949,0.54772156,0.03347878
He didn't break,0.25354967,-0.22570296,0.10396976
There aren't,0.30470276,0.5039761,0.48651463
There won't be,-0.0758872,0.6270097,0.19812153
But we don't have,0.058260247,-0.2183559,-0.22388625
"For example, she didn't get",0.91232604,1.0,0.6246373
He doesn't hold,-0.10804353,0.6949603,0.0051225666
I wasn't wearing,-0.78223675,-0.6751597,-0.5087888
She didn't have,-0.11562399,-0.31461486,-0.11944352
I hope that we won't have,-0.5696647,-0.43373895,-0.5533257
I hope you haven't told,-0.39120975,-0.084226094,-0.3173104
That's why I don't have,-0.3056439,-0.024378957,-0.7151206
And since I didn't see,-0.45411184,-0.36715087,0.2941818
He didn't have,-0.2961962,-0.33121696,-0.373897
There weren't,0.6354489,0.47944152,0.5512159
There weren't,0.66704386,0.44079667,0.5963262
He hadn't felt,-0.14232144,0.00020873296,0.87912333
"He still had plenty of questions, plenty of doubts, but he wouldn't get",1.0,0.9015795,0.6381989
"His head pounded, but he didn't seem to have",-0.101327606,0.91825616,-0.035327274
I don't see,-0.3504862,-0.27382466,-0.6336234
I don't see,-0.5871496,-0.0941074,-0.44833952
He didn't turn on,-0.13672774,-0.05018565,-0.025960624
"Besides, there haven't been",-0.2356867,-0.37327537,-0.09726264
Widdershins didn't hear,1.0,1.0,1.0
And there aren't,-0.014061414,0.009041631,-0.2772528
So why don't we postpone,-0.12397865,-0.26465636,-0.62457305
We didn't see,0.04059586,0.32594666,0.047586888
And I haven't uncovered,-0.13432468,0.09542776,0.1042845
The analysis won't give,-0.25845256,-0.021017473,-0.36452472
We haven't uncovered,0.32244238,0.3288488,0.23765726
I didn't bring,0.025457868,0.28983712,-0.060200166
We don't want,0.09584974,0.10954817,0.060102914
He don't make,0.22352704,0.26037017,-0.18858238
I don't make,0.2538405,0.012772265,0.23010898
He won't make,-0.082581334,0.55517954,-0.29945445
I don't have,-0.025531823,0.040236175,-0.116814114
"Dark trees lined the road on both sides, and there didn't seem to be",-0.11991465,0.25706735,0.037215333
I haven't heard,-0.28858158,-0.5403048,-0.007920688
I haven't given you,0.023620142,-0.44384414,-0.19956687
There aren't,0.41124776,0.5029814,0.39800754
There aren't,0.6781133,0.2367688,0.41564572
We don't dare take,0.14211024,-0.16498299,0.06597378
We don't want,0.09899814,0.13610022,0.06477797
"You keep pressing us for answers, when we haven't",0.64977854,0.9325436,0.91356504
I didn't know,0.74121743,-0.21597132,0.13573137
Since we both understand and there aren't,0.59730685,0.63708305,1.0
We won't discuss,0.1401283,-0.15578534,0.13201186
"Durrani's lips were moving, but he wasn't gelling",-0.28977156,0.17995457,-0.22506095
There aren't,0.14910512,0.420829,0.47981972
The dog didn't seem to have,0.19727647,-0.081523806,-1.0
I don't have,0.011953709,-0.05133146,-0.124013275
He wasn't keeping,-0.23272546,-0.11371369,-0.61489
"""Well, if they could hold him as their prisoner, Gil snapped, """"they sure as hell won't have",-0.59351635,0.3785149,0.57425237
"He turned his face to the shadows of the wall, but Rudy wasn't going to take",0.1837368,-0.14279816,0.28983763
"But there are formalities to be observed, and he didn't have",0.22792017,-0.2814057,-0.5853026
And don't give Trixy,0.2997172,0.8533257,0.58039385
But at least he doesn't make,-0.050107148,0.08435108,-0.14719203
He hoped that the others hadn't had,-0.2963159,-0.34227797,-0.46550438
You're… you're showing… you don't have,-0.38015795,-0.7592408,-0.2985787
"Based on past experience, I didn't have",-0.18749012,-0.05341202,-0.35904565
I didn't have,-0.19265449,-0.17918064,0.04662669
Too bad I don't know,-0.3641778,-0.14575541,-0.34675363
We don't need,0.15973285,0.26085266,0.2023339
"From everything I can tell, they don't have",-0.20476317,-0.11307379,0.3800942
You don't have,-0.45956817,-0.94896275,-0.5688229
"I mean, shit, the guy doesn't have",-1.0,-0.785225,-1.0
"They've had to pay twice now, and she wants to make sure there aren't",0.5857191,0.8768717,1.0
And I didn't see,-1.0,0.39352173,-0.31345028
He didn't ask,-0.07201828,0.2702502,0.7786459
"In fact, I haven't heard",-0.111823134,0.104591936,-0.3392218
And I damn sure won't take,1.0,0.8012265,1.0
We haven't gotten,0.2536692,0.32502162,0.33162355
"Besides, I don't think I had",-0.4087509,-0.06807936,-0.26309597
"""He realized that he hadn't done",0.12765332,-0.40148872,-0.19695029
That was why he didn't want,-0.28217244,-0.17824115,-0.4677668
There don't seem to be,-0.01698146,-0.38239616,-0.6634723
I haven't seen,0.37798375,0.024254564,0.26183927
We weren't expecting,-0.3368195,-0.32289845,-0.38720593
I won't waste,-0.43906114,-0.3968892,-0.63648665
I won't waste,-0.32372522,-0.39396885,-0.6978285
I haven't got,-0.27374256,-0.4311181,-0.146839
You haven't given me,-0.9698268,-0.37853205,0.5429413
I definitely don't want to miss,-0.3130817,-0.00843802,-0.0880324
I don't have,-0.16848229,0.21383363,-0.17192568
Allen won't take,0.5608396,0.7961216,0.38107446
But he hadn't taken,-0.01545485,-0.1634089,-0.30649966
I don't anticipate,-0.12306487,-0.19924887,-0.4352373
I'd bet my life that our mystery man didn't leave,1.0,1.0,0.78704315
I haven't got,-0.19174863,-0.046553012,-0.18367079
Guess I don't have,-0.3568127,-0.5839494,-0.075555556
There aren't,0.5983497,0.46059692,0.2231169
There aren't,0.4780345,0.56410325,0.42596993
He didn't have,-0.3258544,-0.3464415,-0.10771509
I don't want to hear,0.13625824,-0.24432166,-0.05557001
And there won't be,0.38046232,-0.10612935,-0.0046723695
Only this time I didn't have,-0.22016391,-0.33097205,-0.4976849
He sure hadn't needed,-0.170166,-0.015662791,-0.073657855
And I don't want,-0.17870748,-0.37732315,-0.19726399
There aren't,0.39938307,0.51825905,0.6346571
We don't have,-0.034728095,-0.027152942,0.6610577
We don't want,0.08285948,0.12685065,0.19880815
I don't have,0.091439694,-0.07642245,-0.16090542
I look real sexy when I don't have,0.009186746,-0.23535831,-0.06486983
I don't have,-0.29481128,0.021705564,-0.040875744
You don't have,-0.6901768,-0.535685,-0.8634059
She sure didn't have,-0.56473005,-0.40585646,-0.5443825
Long as you don't have,-0.79217947,-0.5960765,-0.2288874
They sure hadn't had,0.33654132,0.3629858,-0.10601382
"Come on, guys, let us see how you come when there aren't",0.76571894,0.54169583,0.8490352
"After all, apple pie tasted best when one hadn't had",-0.084891446,0.06273086,0.6907444
But Marge didn't show,0.53906816,1.0,0.8762716
"Besides, he hadn't sold",0.11887124,0.23510124,0.2791144
"Apparently, something had unsettled Telrii so much that he wasn't taking",-0.02245617,-0.10738021,0.37775224
But his face didn't show,0.13429826,-0.08550496,0.07220756
I won't soon win,0.07583865,-0.2249209,-0.17169325
My grandchildren are going to be disappointed that I don't have,-0.07239302,0.040512823,-0.6052256
Ten years ago there weren't,0.62212396,0.6923987,1.0
"The liquid must be ingested, and the victim won't display",0.35000128,0.6410141,0.23480424
There weren't,0.55452055,0.549611,0.5908434
"There weren't, of course,",-0.5859457,0.15136507,-0.0012688104
But when Kaladin didn't make,1.0,0.22603337,-0.04515373
Either he didn't bring,-0.08862489,0.011068046,-0.22655506
Jasnah hadn't made,0.5558248,0.39605767,0.71938777
"Rock's touch was deft, and Kaladin didn't feel",0.8545211,0.78339607,0.7281443
She didn't know of,-0.12640679,-0.31341743,-0.37572277
Wash the wound to make sure there aren't,0.60030025,0.38260445,0.82810754
We don't answer to,0.18517739,0.16701943,-0.3533924
Gavin hadn't made,-0.12028033,0.4636415,0.24855097
"Her hair was askew, but he didn't see",-0.05580396,0.4445941,1.0
Karris didn't see,-0.20195839,0.17392963,-0.2691288
Give me a chance to check around a little more to be plumb certain she hasn't got,-0.047353674,-0.063452706,-0.07720182
She paid up her first week's bill promptly and we haven't,0.62542987,1.0,0.50665975
"Look, I don't have",-0.50159526,-0.33093688,-0.47179613
He didn't have,-0.31449923,-0.45218745,-0.16334511
He checked the bedroom and the bathroom and didn't find,0.10342208,0.2627943,0.61490893
"She knew that he expected her to cry, but she didn't have",-0.9721624,-0.5646577,-0.7372148
We don't share,0.23885506,0.0885044,0.10932701
"In the meantime, Mr Bradley isn't answering",-1.0,-0.17767805,-0.021324625
Just don't have,-0.08311603,0.28416145,0.33855012
She didn't have,-0.20641498,0.093781434,-0.026434056
She didn't make,0.25472862,0.22077563,0.124729276
"Stride added, 'The police officers who searched the house didn't find",0.3051748,0.8607017,0.37236485
We didn't have,0.123203814,0.2702473,0.011384322
I don't recall,-0.36889762,0.64626694,0.5087885
You don't seem to have,-0.7760002,-0.034683157,0.020641062
"He walked up and down the street, but he didn't see",0.24960978,0.3383237,0.51216316
No wonder be hadn't seen,-0.23671323,-0.49541688,-0.3510343
There didn't seem to be,-0.05791887,-0.14896111,-0.19401017
There didn't seem to be,-0.20490506,-0.21657784,0.21189736
There didn't seem to be,-0.06466724,-0.15067528,-0.018287258
It only took Jose about two seconds to find that she didn't have,-0.3920473,-0.124784365,-0.11172194
"Unfortunately, Greenwinter came from the mountains, and there certainly aren't",0.5397943,0.40141428,0.81323856
I wouldn't trust,-0.010757237,0.12396071,0.22450957
I don't see,-0.3416915,-0.28389734,-0.49150455
There haven't been,-0.39879912,-0.18890072,-0.2790045
"I needs some advice and help, nothing more, 'cept I don't want",0.30173922,-0.07101118,-0.13167591
I don't think it has,-0.05967059,0.3089889,0.31004146
"Some went over-board and gave the black pits a ride, in the old style, but they didn't pick up",-0.20357008,0.005315979,0.5917549
"Maybe she did, but he didn't trust",0.16797683,-0.03409033,0.37066612
I don't want,-0.2511191,-0.22993235,-0.30678084
"Ollie called, and she let her mobile ring through to voice mail, because she didn't have",-0.57310075,0.4648218,0.02826563
He was gonna buy two dogs — wasn't gonna let,-0.58861214,-0.11821895,-0.2591276
There weren't,0.6433869,0.5671257,0.7142992
But Roy didn't see,-0.16961357,-0.0024463735,0.21101332
"""It looks like candle wax, Joe said, """"but I don't see",0.47212356,0.6094346,0.1308155
But don't ask,1.0,1.0,0.9226038
"Under the circumstances, you probably don't want",-0.34347057,-0.3128624,-0.16592297
"Anyhow, I didn't hear",0.664348,0.5418532,1.0
"For another, there aren't",0.69448715,0.46421954,0.52760464
She didn't waste,0.17278035,0.2093638,0.44680145
I'd say your mother doesn't want,-0.07278819,-0.03562113,-0.11312786
He didn't seem to have,-0.9781107,-0.4086688,-1.0
I don't have,0.0051229135,-0.05750675,-0.19861376
"The police cars and yellow crime-scene tape were gone, and she didn't see",0.31687608,0.454341,0.7567117
I didn't want to sound,0.2946011,0.007570556,0.5938771
She didn't see,0.07757872,-0.015166159,-0.104545295
"I guess, but I don't have",-0.36699954,0.31813407,0.15290318
And he wasn't taking,-1.0,-1.0,-1.0
The tap was empty and I didn't see,0.7954496,0.4379681,0.6424777
But obviously Yank hadn't given her,0.51267236,0.30948594,0.30079043
"Thanks for answering a question or two, and please…don't hold",0.63673836,0.42223826,0.27659303
"I know you found your way home from this place more than once, but don't go taking",-0.18163952,0.14210652,0.09755432
I didn't find,0.07955851,0.28899443,-0.016877975
"""But I didn't have",-0.29443362,-0.4009384,-0.22477283
Maybe because the rustling sounded like curtains and there weren't,1.0,1.0,1.0
There weren't,0.61098045,0.78487,0.5980842
Even if you don't have,-0.41534668,-0.36735135,-0.40254533
"From the looks of things, he'd be willing to bet that she wasn't wearing",-0.39382035,0.1452743,-0.04667795
So that's why he didn't leave,0.2683915,0.26627785,1.0
I haven't been doing,0.16109174,0.20750557,-0.15786292
I didn't hear,0.46759298,1.0,0.3942699
I hadn't played,0.8636711,0.05405234,0.23004098
I wasn't going to find,-0.3090951,0.06695696,-0.1312533
The Coroner up there hasn't received,-0.94986457,-0.37869304,-0.7040582
I thought Jace didn't have,-0.527814,-0.6579434,-0.6533368
The name didn't ring,0.7132111,0.8833025,0.06673846
"I was surprised to see a customer in the shop, since there weren't",0.7602107,0.76084685,1.0
I don't want,-0.058262177,-0.22957692,-0.065688856
There hadn't been,-0.14674604,-0.20622696,0.08012246
I haven't done,-0.107999936,0.30893263,-0.064405926
She didn't need,-0.04973433,-0.121460356,0.012118225
There weren't,0.83019114,0.54263407,0.5464847
I didn't set,0.26905674,0.2727139,0.2369498
There hadn't been,0.0032703823,0.34400636,-0.04915106
She hasn't had,-0.053170666,0.13768701,0.02199714
The couples don't have,-0.33659685,-0.04788174,0.1982357
We don't have,-0.013049261,0.18870902,0.25641778
And he didn't have,-0.34316927,-0.5422147,-0.6747771
But Danny didn't know of,-0.28011948,-0.060362037,-0.31767738
I don't have,-0.20819294,0.13014531,-0.23439306
And didn't have,-0.21226738,-0.05206464,-0.114717096
And that was all right because there weren't,1.0,0.7329117,1.0
He didn't give off,0.44710603,0.11866264,0.37076744
I don't have,-0.1721222,0.0031874203,0.052084807
I don't want to make,-0.11747215,-0.04585026,0.15488178
But there weren't,0.87602574,1.0,0.9069503
I don't see,-0.44769335,-0.68303853,0.16825695
But the individual wasn't,0.72859335,0.3014614,0.6262677
I don't in,-0.10569453,-0.06735066,-0.26050127
I don't want,-0.20242658,-0.21002966,-0.06530402
We won't take,0.4391504,0.2045181,-0.0035828578
Well you won't be,0.18769069,0.81219447,0.1672005
I haven't got,-0.06645782,-0.15996133,-0.245504
"And this time, she didn't leave",1.0,0.34141755,1.0
"And besides, I didn't see",-0.46533555,0.6647253,0.3149545
I don't want to have,0.47690013,-0.15979771,-0.31584805
I haven't tripped,0.26072526,0.4226216,0.55435044
And I didn't do you,0.2445244,0.6583479,0.36843085
I didn't have,-0.046720006,-0.12709211,-0.14772305
"My nephew wondered if he'd been shell-shocked, but I didn't see",0.35602617,0.3696366,0.7510069
"She must have been one of the casualties, because I haven't had",0.038560122,0.47620982,-0.29759622
"I swear, I won't ask you",0.59435624,0.14811295,0.24387796
"On the other hand, I hadn't had",0.13397834,0.21028358,-0.16017568
They also pointed up the fact that Victoria hadn't planted,0.32067752,0.11057708,0.23306102
We don't have,0.020136504,-0.024533762,0.19732316
She was striking and uninhibited and I didn't have,-0.23711404,-0.11713226,-0.038347717
— Best make sure I don't got,-0.3596226,-0.6754974,-0.6220101
Especially since I don't know,-1.0,0.48466527,-0.5065804
He was doing so much squealing he confessed he hadn't paid,-0.40018117,-0.09804557,-0.036567904
I don't want,-0.22514124,-0.2785949,-0.2592904
I said I didn't have,-1.0,-0.416436,-0.50031465
I wouldn't make,0.42581704,0.031533044,0.45503962
"And what was more, he wasn't taking",-0.961165,-0.5001114,-0.20455444
He hadn't made,0.04419649,-0.007419725,-0.049040806
Slick's face didn't show,0.32923633,0.7099398,0.50213903
The woman across the way lost interest and returned to her chores when she didn't hear,0.68068564,0.0641208,0.5100316
Since there weren't,0.38909915,1.0,0.2572663
There aren't,0.6950016,0.45262656,0.5140445
And I don't want,-0.39636436,-0.45812854,-0.3097575
"Charlotte had stopped bleeding, and she certainly wasn't showing",-0.29322252,0.03205547,0.0033460867
"And other than this old man, there didn't seem to be",-0.13910885,-0.023295784,0.24712743
I don't know,0.3185165,-0.02435768,-0.10206662
"Maybe, he concluded, it was because they didn't have",-0.004172941,-0.09243447,-0.22675523
She didn't see,0.47543564,0.3316794,0.07916496
She hadn't found,0.44436342,0.017917357,0.46100947
He didn't take,0.021679232,-0.098080724,0.10197118
I don't know,-0.1839917,-0.1817121,-0.80732095
"Four more women were listed, but they didn't have",-0.05207519,0.0046012825,-0.17018557
He didn't ask,1.0,1.0,0.9743418
"She could stab him with it, but it wouldn't do",-0.29455826,-0.08965059,0.6974724
There weren't,0.20570657,0.554436,0.439036
NCIC didn't contain,0.6021466,0.2960913,0.3645167
It didn't contain,0.24473673,0.021178449,0.24078108
She checked the two locks and didn't see,0.012323221,0.14949386,-0.0127284005
He didn't have,-0.38926375,-0.40465668,-0.3604608
I don't see,-0.4636202,-0.21406542,-0.6697003
She hadn't seen,0.3731323,0.46748257,0.23186666
"She looked over her shoulder, the muscles groaning in protest, and didn't see",0.21184206,0.8546571,0.352824
"He never knew his grandparents, and his mother was an only child so there weren't",0.90074825,1.0,1.0
JR. didn't have,0.9143296,0.42827898,0.08163936
The problem is McFadden didn't have,0.07714034,0.17394981,0.022509875
He didn't make,0.09062784,0.49134603,0.19843082
"As you can see, there aren't",1.0,1.0,1.0
She doesn't keep,0.1654731,0.040339217,0.019232066
There aren't,0.29616612,0.45644328,0.88123995
There haven't been,-0.3283019,-0.24457173,-0.44021854
I don't need,-0.066994585,-0.040560756,-0.16940103
There weren't,0.65907115,0.7326409,0.48953226
We don't have,0.0035259577,0.057054956,-0.07912373
"""No, said Bryan , """"I don't think I've",0.22401054,0.10319996,-0.10755142
He doesn't have,-0.3456396,-0.39523658,-0.41291624
I didn't detect,-0.10494287,0.028302534,-0.0032160403
Ryland wasn't about to take,-0.12040987,-0.08989316,-0.16386539
There aren't,0.36894277,0.35941583,0.88712907
I don't have,-0.10460278,-0.29050165,-0.39718845
Posturing and threatening each other isn't winning,-0.37638098,-0.6300991,-0.4902791
There aren't,0.5017975,0.50584966,0.19855955
But you don't want to take,-0.44710806,-0.07449283,-1.0
I don't know,-0.5126884,-0.33875903,-0.3122904
"Indeed, we didn't create",0.1512127,0.026842427,-0.14555687
There hasn't been,-0.23422968,-0.44667304,-0.33678094
We won't have,-0.17512332,-0.019796258,-0.2917529
We don't have,0.007232334,-0.039648976,0.21117772
Quinn would have sworn there hadn't been,-0.16474177,-0.385387,-0.36267105
I don't see,-0.39001483,-0.14539568,-0.9674246
"""The front desk girl says, """"I don't hear",0.097979024,0.40555844,0.5624018
"""The mouth says, """"He doesn't have",-0.467741,-0.30716932,-1.0
"After all, this wasn't",1.0,-0.19163,1.0
I don't have,-0.21104565,-0.17875811,-0.16181464
I didn't see you slay,0.59760267,0.351518,0.7887402
We won't have,0.17759138,-0.2718423,-0.45644584
That's why there aren't,0.29447928,0.4738495,0.5857326
There weren't,0.6142141,0.4900922,0.62108105
There aren't,0.4351265,0.5424612,0.33320168
It hasn't,-0.41617596,-0.8817191,-1.0
"Ronnie whistled softly, he could hardly believe his luck, she wasn't wearing",-0.022353427,-0.12257293,-0.20676702
I've got a good family; don't have,0.20229785,-0.39758044,-0.66200477
I don't see,-0.19339417,-0.6653303,1.0
"It hadn't, by",-0.18899082,0.09901166,-0.44053483
There aren't,0.34800392,0.90456074,0.8540954
It won't try,-0.10967885,-0.15572762,0.013896913
Maxine hadn't taken,0.15340088,0.112284295,0.50250715
I don't have,0.046249878,-0.0400852,-0.089318104
I don't know,-1.0,0.11587345,0.12403859
There aren't,0.3932947,0.5547139,0.51799357
They didn't make,0.16816387,0.32803333,0.22729938
I won't make,-0.17560367,0.00918367,-0.22450992
There aren't,0.45602682,0.52112406,0.3378129
‘I don't want to break,-0.34362823,-0.5734163,-0.35405958
There certainly wouldn't be,0.4830869,0.9813603,0.46192324
You better hope he hasn't,-0.011572504,-0.3972765,0.009855328
