sentences,lime_base,lime_contrast,lime_contrast_rnd
But don't ask,0.00033718054,0.0003585747,0.0003164767
"Under the circumstances, you probably don't want",-0.0005678175,-0.00040118583,-0.0005391959
"Anyhow, I didn't hear",0.00011508241,0.00021917307,0.00014399059
"For another, there aren't",0.0003067297,-0.00010782108,0.0001565113
She didn't waste,7.4074924e-05,8.982434e-05,0.000109260494
I'd say your mother doesn't want,-7.728336e-05,-5.3836015e-06,8.543613e-05
He didn't seem to have,-8.9867506e-05,-5.736202e-05,-5.8345497e-05
I don't have,-0.00011520286,2.1849824e-05,-9.222554e-05
"The police cars and yellow crime-scene tape were gone, and she didn't see",5.6788795e-05,9.1179674e-05,5.8874935e-05
I didn't want to sound,2.34849e-05,0.00011932943,3.7318794e-05
She didn't see,7.4531825e-05,8.824329e-05,-0.000113850314
"I guess, but I don't have",1.22837755e-05,-6.790258e-05,-0.00014201133
And he wasn't taking,-0.00022480724,-0.00029164745,-0.00026844145
The tap was empty and I didn't see,-2.3669563e-06,0.00014495896,0.00012676744
But obviously Yank hadn't given her,-3.0445568e-05,1.2328305e-05,-1.8264179e-06
"Thanks for answering a question or two, and please…don't hold",8.318205e-05,7.426503e-05,0.00013794092
"I know you found your way home from this place more than once, but don't go taking",8.8469664e-05,5.696107e-06,6.031327e-05
I didn't find,9.95266e-05,0.00020767144,1.7264365e-05
"""But I didn't have",-0.0002465304,-3.7451042e-05,-7.303385e-05
Maybe because the rustling sounded like curtains and there weren't,0.00034428306,0.00042621282,0.00051289715
There weren't,0.00033251836,0.00055673585,0.00050688535
Even if you don't have,-0.00017505325,-0.00013727183,-6.351434e-05
"From the looks of things, he'd be willing to bet that she wasn't wearing",-2.0439114e-05,-1.5526475e-05,-8.9785826e-05
So that's why he didn't leave,6.424491e-05,-4.461367e-05,1.0284087e-05
I haven't been doing,4.109592e-05,8.554339e-05,-1.2361562e-05
I didn't hear,0.00022203343,0.00011093697,7.856203e-05
I hadn't played,-3.4621935e-05,1.6390168e-05,6.973029e-05
I wasn't going to find,-6.795861e-05,-0.00013949815,-8.300925e-05
The Coroner up there hasn't received,-0.00024293734,-0.0002540673,-0.00027180417
I thought Jace didn't have,-0.00019996846,-0.00024359021,-0.00017285354
The name didn't ring,-7.7619035e-05,0.0002922554,0.0003895913
"I was surprised to see a customer in the shop, since there weren't",0.00036291755,0.00027689882,0.00019390235
I don't want,-6.8851e-05,-9.815726e-05,-1.2447489e-05
There hadn't been,3.4381716e-05,5.5221185e-06,7.3007104e-05
I haven't done,7.362898e-06,4.1324907e-05,0.00010267256
She didn't need,-0.00032971677,-3.3391016e-06,4.6118446e-05
There weren't,0.000431153,0.000582085,0.00059911335
I didn't set,0.00018542907,0.0001544959,0.0001875992
There hadn't been,-3.8506554e-05,7.73119e-07,-2.5511912e-05
She hasn't had,2.0767242e-05,-3.737223e-06,0.000103643775
The couples don't have,6.630432e-05,-8.962932e-06,-4.6163103e-05
We don't have,-2.9919813e-05,1.558702e-05,1.0573917e-05
And he didn't have,-0.0002642509,-8.920813e-05,-0.00024194113
But Danny didn't know of,-0.00016460421,-0.00019729987,-0.00020758374
I don't have,-0.00010033521,-0.00010669719,-8.716886e-06
And didn't have,-0.00012863349,8.676364e-05,-9.687093e-05
And that was all right because there weren't,0.00019400872,0.00039567638,0.00033127982
He didn't give off,-5.1915784e-05,0.00017043503,0.00013731874
I don't have,-8.517091e-05,5.580129e-05,-5.025392e-05
I don't want to make,-1.1207885e-06,0.00012771157,-5.0784718e-05
But there weren't,0.00021921637,0.00037657737,0.0004754418
I don't see,-0.00018810717,-5.2539406e-05,-0.00013686052
But the individual wasn't,3.1061805e-05,0.00036885904,0.00033318624
I don't in,-0.000116661024,-0.000101952784,-0.00010981091
I don't want,-0.00012482652,-0.00013796329,-9.010802e-05
We won't take,4.1329982e-05,3.5920122e-05,-4.2073e-05
Well you won't be,0.00012484708,1.2305057e-05,9.020561e-06
I haven't got,-1.0729893e-05,-0.0001231758,-0.00011671167
"And this time, she didn't leave",0.00010471276,0.0001638544,0.00020161868
"And besides, I didn't see",-4.1681476e-05,0.00016852544,3.9782262e-05
I don't want to have,8.218922e-06,1.9788742e-05,-9.19234e-05
I haven't tripped,0.00023885383,0.00021407171,7.400734e-05
And I didn't do you,3.7427017e-05,4.9255115e-05,-2.8040493e-05
I didn't have,-7.441776e-05,-6.281581e-05,-6.04672e-05
"My nephew wondered if he'd been shell-shocked, but I didn't see",9.4821706e-05,-1.6341766e-05,0.000115321905
"She must have been one of the casualties, because I haven't had",-5.7851972e-05,0.00013788401,1.9524325e-05
"I swear, I won't ask you",7.374088e-05,7.876712e-05,-9.610614e-06
"On the other hand, I hadn't had",-0.00013053115,0.00016456498,0.00014177803
They also pointed up the fact that Victoria hadn't planted,-1.3572289e-05,6.74302e-05,1.989602e-05
We don't have,2.4667674e-05,4.01905e-05,-2.2900604e-05
She was striking and uninhibited and I didn't have,-0.00010627725,8.2288956e-05,-1.2228817e-05
— Best make sure I don't got,-9.625349e-05,-0.00015658086,-0.00013557407
Especially since I don't know,-4.2673666e-05,-8.605432e-05,-5.8972742e-05
He was doing so much squealing he confessed he hadn't paid,0.00010683496,-3.3507924e-05,6.055783e-06
I don't want,-0.00019875949,-0.0003346411,-0.00024512937
I said I didn't have,-0.000120177865,-0.00021152198,-0.00014572917
